Vrus taxid	Virus name	Virus refseq 	Host tax id	pmid	Evidence
563769	Stx2-converting phage 1717	NC_011357.1	1005477	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1005477	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1005479	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1005479	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1005479	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1005479	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1005479	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1005479	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1005479	27533034	tRNAs
563769	Stx2-converting phage 1717	NC_011357.1	1005479	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1005479	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1005482	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1005482	27533034	tRNAs
1147153	Enterobacteria phage mEpX1	NC_019709.1	1005482	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1005482	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1005482	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1005482	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1005482	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1005482	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1005482	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1005483	27533034	tRNAs
563769	Stx2-converting phage 1717	NC_011357.1	1005483	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1005483	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1005483	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1005483	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1005483	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1005483	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1005483	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1005483	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	656379	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	656379	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	754078	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	754078	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	754078	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	754078	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	754078	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	754078	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	754078	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	754078	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	656388	27533034	tRNAs
1147153	Enterobacteria phage mEpX1	NC_019709.1	656388	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	656388	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	656388	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	656388	27533034	tRNAs
343516	Escherichia phage phiV10	NC_007804.2	656388	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	656388	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	656388	27533034	tRNAs
563769	Stx2-converting phage 1717	NC_011357.1	656388	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	656388	27533034	tRNAs
1124654	Escherichia phage TL-2011b	NC_019445.1	656390	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	656390	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	656390	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	656390	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	656390	27533034	tRNAs
343516	Escherichia phage phiV10	NC_007804.2	656390	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	656390	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	656393	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	656393	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	656393	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	656393	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	656393	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	656393	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	656393	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	656393	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	656398	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	656398	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	656398	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	656398	27533034	tRNAs
1124654	Escherichia phage TL-2011b	NC_019445.1	656398	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	656398	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	656398	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	656398	27533034	tRNAs
343516	Escherichia phage phiV10	NC_007804.2	656398	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	656398	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	656404	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	656404	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	656404	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	656404	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	656404	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	656404	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	656404	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	656404	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	656405	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	656405	27533034	tRNAs
10761	Shigella phage Sf6	NC_005344.1	656405	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	656405	27533034	tRNAs
1168549	Salmonella phage vB_SosS_Oslo	NC_018279.1	656405	27533034	tRNAs
173443	Salmonella phage ST64T	NC_004348.1	656405	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	656405	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	656405	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	656405	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	656405	27533034	tRNAs
714583	Salmonella phage ST160	NC_014900.1	656405	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	656405	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	656413	27533034	tRNAs
1147145	Enterobacteria phage HK446	NC_019714.1	656413	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	656413	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	656413	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	656413	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	656413	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	656413	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	656413	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	752789	27533034	tRNAs
10761	Shigella phage Sf6	NC_005344.1	752789	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	752789	27533034	tRNAs
1168549	Salmonella phage vB_SosS_Oslo	NC_018279.1	752789	27533034	tRNAs
173443	Salmonella phage ST64T	NC_004348.1	752789	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	752789	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	752789	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	752789	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1280956	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1280956	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1280956	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1280956	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1280956	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1280956	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1280956	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1280956	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1281038	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1281038	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1281038	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1281038	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1281038	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1281038	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1281038	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1281038	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1281039	27533034	tRNAs
10761	Shigella phage Sf6	NC_005344.1	1281039	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1281039	27533034	tRNAs
1168549	Salmonella phage vB_SosS_Oslo	NC_018279.1	1281039	27533034	tRNAs
173443	Salmonella phage ST64T	NC_004348.1	1281039	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1281039	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1281039	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1281039	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1281040	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1281040	27533034	tRNAs
1147145	Enterobacteria phage HK446	NC_019714.1	1281040	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1281040	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1281040	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1281040	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1281040	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1281040	27533034	tRNAs
714583	Salmonella phage ST160	NC_014900.1	1281040	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1281040	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1281043	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1281043	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1281043	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1281043	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1281043	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1281043	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1281043	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1281043	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1281044	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1281044	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1281044	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1281045	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1281045	27533034	tRNAs
1124654	Escherichia phage TL-2011b	NC_019445.1	1281045	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1281045	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1281045	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1281045	27533034	tRNAs
343516	Escherichia phage phiV10	NC_007804.2	1281045	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1281045	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1281045	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1281045	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1281048	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1281048	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1281049	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1281049	27533034	tRNAs
10678	Escherichia virus P1	NC_005856.1	1281050	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1281050	27533034	tRNAs
1124654	Escherichia phage TL-2011b	NC_019445.1	1281050	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1281050	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1281050	27533034	tRNAs
343516	Escherichia phage phiV10	NC_007804.2	1281050	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1281050	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1281050	27533034	tRNAs
10761	Shigella phage Sf6	NC_005344.1	1281052	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1281052	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1281052	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1281052	27533034	tRNAs
1127357	Salmonella phage SPN9CC	NC_017985.1	1281051	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1281051	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1281051	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1281051	27533034	tRNAs
1124654	Escherichia phage TL-2011b	NC_019445.1	1281053	27533034	tRNAs
343516	Escherichia phage phiV10	NC_007804.2	1281053	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1281053	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1281053	27533034	tRNAs
1147145	Enterobacteria phage HK446	NC_019714.1	1281053	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1281053	27533034	tRNAs
173443	Salmonella phage ST64T	NC_004348.1	1281054	27533034	tRNAs
10761	Shigella phage Sf6	NC_005344.1	1281054	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1281054	27533034	tRNAs
1147145	Enterobacteria phage HK446	NC_019714.1	1281054	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1281054	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1281054	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1281054	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1281054	27533034	tRNAs
714583	Salmonella phage ST160	NC_014900.1	1281054	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1281054	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1281055	27533034	tRNAs
10761	Shigella phage Sf6	NC_005344.1	1281055	27533034	tRNAs
1147145	Enterobacteria phage HK446	NC_019714.1	1281055	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1281055	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1281055	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1281055	27533034	tRNAs
714583	Salmonella phage ST160	NC_014900.1	1281055	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1281055	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1280965	27533034	tRNAs
10761	Shigella phage Sf6	NC_005344.1	1280965	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1280965	27533034	tRNAs
1127357	Salmonella phage SPN9CC	NC_017985.1	1280965	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1280965	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1280965	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1280965	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1280965	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1280965	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1281057	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1281057	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1281057	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1281057	27533034	tRNAs
1147145	Enterobacteria phage HK446	NC_019714.1	1281057	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1281057	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1281057	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1281057	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1281057	27533034	tRNAs
10678	Escherichia virus P1	NC_005856.1	1281058	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1281058	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1281058	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1281058	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1281058	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1281058	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1281058	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1281058	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1281059	27533034	tRNAs
10761	Shigella phage Sf6	NC_005344.1	1281059	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1281059	27533034	tRNAs
1127357	Salmonella phage SPN9CC	NC_017985.1	1281059	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1281059	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1281059	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1281059	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1281059	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1281059	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1281059	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1281061	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1281061	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1281061	27533034	tRNAs
1147145	Enterobacteria phage HK446	NC_019714.1	1281061	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1281061	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1281061	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1281061	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1281061	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1281061	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1281062	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1281062	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1281062	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1281062	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1281062	27533034	tRNAs
343516	Escherichia phage phiV10	NC_007804.2	1281062	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1281062	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1281062	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1281063	27533034	tRNAs
1124654	Escherichia phage TL-2011b	NC_019445.1	1281063	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1281063	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1281063	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1281063	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1281063	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1281063	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1281063	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1280966	27533034	tRNAs
1124654	Escherichia phage TL-2011b	NC_019445.1	1280966	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1280966	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1280966	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1280966	27533034	tRNAs
343516	Escherichia phage phiV10	NC_007804.2	1280966	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1280966	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1280966	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1281064	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1281064	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1281064	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1281064	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1281064	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1281064	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1281064	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1281064	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1281065	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1281065	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1281065	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1281065	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1281065	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1281065	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1281065	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1281065	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1281067	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1281067	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1281069	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1281069	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1281069	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1281069	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1281069	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1281069	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1281069	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1281069	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1281070	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1281070	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1281070	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1281070	27533034	tRNAs
1124654	Escherichia phage TL-2011b	NC_019445.1	1281070	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1281070	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1281070	27533034	tRNAs
343516	Escherichia phage phiV10	NC_007804.2	1281070	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1281070	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1281070	27533034	tRNAs
10678	Escherichia virus P1	NC_005856.1	1281072	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1281072	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1281072	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1281072	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1281072	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1281072	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1281072	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1281072	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1281075	27533034	tRNAs
10761	Shigella phage Sf6	NC_005344.1	1281075	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1281075	27533034	tRNAs
1168549	Salmonella phage vB_SosS_Oslo	NC_018279.1	1281075	27533034	tRNAs
173443	Salmonella phage ST64T	NC_004348.1	1281075	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1281075	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1281075	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1281075	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1281077	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1281077	27533034	tRNAs
1147145	Enterobacteria phage HK446	NC_019714.1	1281077	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1281077	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1281077	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1281077	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1281077	27533034	tRNAs
714583	Salmonella phage ST160	NC_014900.1	1281077	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1281078	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1281078	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1281078	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1281078	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1281078	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1281079	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1281079	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1281081	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1281081	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1281081	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1281081	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1281081	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1281081	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1281081	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1281081	27533034	tRNAs
10761	Shigella phage Sf6	NC_005344.1	1281082	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1281082	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1281082	27533034	tRNAs
173443	Salmonella phage ST64T	NC_004348.1	1281082	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1281082	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1281082	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1281082	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1281082	27533034	tRNAs
1127357	Salmonella phage SPN9CC	NC_017985.1	1281083	27533034	tRNAs
714583	Salmonella phage ST160	NC_014900.1	1281083	27533034	tRNAs
1147145	Enterobacteria phage HK446	NC_019714.1	1281085	27533034	tRNAs
10678	Escherichia virus P1	NC_005856.1	1281087	27533034	tRNAs
